cssl	atherinomorus_endrachtensis	AeA01001
cssl	atherinomorus_endrachtensis	AeA01002
cssl	atherinomorus_endrachtensis	AeA01003
cssl	atherinomorus_endrachtensis	AeA01004
cssl	atherinomorus_endrachtensis	AeA01005
cssl	atherinomorus_endrachtensis	AeA01006
cssl	atherinomorus_endrachtensis	AeA01007
cssl	atherinomorus_endrachtensis	AeA01008
cssl	atherinomorus_endrachtensis	AeA01009
cssl	atherinomorus_endrachtensis	AeA01010
cssl	atherinomorus_endrachtensis	AeA01011
cssl	atherinomorus_endrachtensis	AeA01012
cssl	atherinomorus_endrachtensis	AeA01013
cssl	atherinomorus_endrachtensis	AeA01014
cssl	atherinomorus_endrachtensis	AeA01015
cssl	atherinomorus_endrachtensis	AeA01016
cssl	atherinomorus_endrachtensis	AeA01017
cssl	atherinomorus_endrachtensis	AeA01018
cssl	atherinomorus_endrachtensis	AeA01019
cssl	atherinomorus_endrachtensis	AeA01020
cssl	atherinomorus_endrachtensis	AeA01021
cssl	atherinomorus_endrachtensis	AeA01022
cssl	atherinomorus_endrachtensis	AeA01023
cssl	atherinomorus_endrachtensis	AeA01024
cssl	atherinomorus_endrachtensis	AeA01025
cssl	atherinomorus_endrachtensis	AeA01026
cssl	atherinomorus_endrachtensis	AeA01027
cssl	atherinomorus_endrachtensis	AeA01028
cssl	atherinomorus_endrachtensis	AeA01029
cssl	atherinomorus_endrachtensis	AeA01030
cssl	atherinomorus_endrachtensis	AeA01031
cssl	atherinomorus_endrachtensis	AeA01032
cssl	atherinomorus_endrachtensis	AeA01033
cssl	atherinomorus_endrachtensis	AeA01034
cssl	atherinomorus_endrachtensis	AeA01035
cssl	atherinomorus_endrachtensis	AeA01036
cssl	atherinomorus_endrachtensis	AeA01037
cssl	atherinomorus_endrachtensis	AeA01038
cssl	atherinomorus_endrachtensis	AeA01039
cssl	atherinomorus_endrachtensis	AeA01040
cssl	atherinomorus_endrachtensis	AeA01041
cssl	atherinomorus_endrachtensis	AeA01042
cssl	atherinomorus_endrachtensis	AeA01043
cssl	atherinomorus_endrachtensis	AeA01044
cssl	atherinomorus_endrachtensis	AeA01045
cssl	atherinomorus_endrachtensis	AeA01046
cssl	atherinomorus_endrachtensis	AeA01047
cssl	atherinomorus_endrachtensis	AeA01048
cssl	atherinomorus_endrachtensis	AeA01049
cssl	atherinomorus_endrachtensis	AeA01050
cssl	atherinomorus_endrachtensis	AeA01051
cssl	atherinomorus_endrachtensis	AeA01052
cssl	atherinomorus_endrachtensis	AeA01053
cssl	atherinomorus_endrachtensis	AeA01054
cssl	atherinomorus_endrachtensis	AeA01055
cssl	atherinomorus_endrachtensis	AeA01056
cssl	atherinomorus_endrachtensis	AeA01057
cssl	atherinomorus_endrachtensis	AeA01058
cssl	atherinomorus_endrachtensis	AeA01059
cssl	atherinomorus_endrachtensis	AeA01060
cssl	atherinomorus_endrachtensis	AeC01001
cssl	atherinomorus_endrachtensis	AeC01002
cssl	atherinomorus_endrachtensis	AeC01003
cssl	atherinomorus_endrachtensis	AeC01004
cssl	atherinomorus_endrachtensis	AeC01005
cssl	atherinomorus_endrachtensis	AeC01006
cssl	atherinomorus_endrachtensis	AeC01007
cssl	atherinomorus_endrachtensis	AeC01008
cssl	atherinomorus_endrachtensis	AeC01009
cssl	atherinomorus_endrachtensis	AeC01010
cssl	atherinomorus_endrachtensis	AeC01011
cssl	atherinomorus_endrachtensis	AeC01012
cssl	atherinomorus_endrachtensis	AeC01013
cssl	atherinomorus_endrachtensis	AeC01014
cssl	atherinomorus_endrachtensis	AeC01015
cssl	atherinomorus_endrachtensis	AeC01016
cssl	atherinomorus_endrachtensis	AeC01017
cssl	atherinomorus_endrachtensis	AeC01018
cssl	atherinomorus_endrachtensis	AeC01019
cssl	atherinomorus_endrachtensis	AeC01020
cssl	atherinomorus_endrachtensis	AeC01021
cssl	atherinomorus_endrachtensis	AeC01022
cssl	atherinomorus_endrachtensis	AeC01023
cssl	atherinomorus_endrachtensis	AeC01024
cssl	atherinomorus_endrachtensis	AeC01025
cssl	atherinomorus_endrachtensis	AeC01026
cssl	atherinomorus_endrachtensis	AeC01027
cssl	atherinomorus_endrachtensis	AeC01028
cssl	atherinomorus_endrachtensis	AeC01029
cssl	atherinomorus_endrachtensis	AeC01030
cssl	atherinomorus_endrachtensis	AeC01031
cssl	atherinomorus_endrachtensis	AeC01032
cssl	atherinomorus_endrachtensis	AeC01033
cssl	atherinomorus_endrachtensis	AeC01034
cssl	atherinomorus_endrachtensis	AeC01035
cssl	atherinomorus_endrachtensis	AeC01036
cssl	atherinomorus_endrachtensis	AeC01037
cssl	atherinomorus_endrachtensis	AeC01038
cssl	atherinomorus_endrachtensis	AeC01039
cssl	atherinomorus_endrachtensis	AeC01040
cssl	atherinomorus_endrachtensis	AeC01041
cssl	atherinomorus_endrachtensis	AeC01042
cssl	atherinomorus_endrachtensis	AeC01043
cssl	atherinomorus_endrachtensis	AeC01044
cssl	atherinomorus_endrachtensis	AeC01045
cssl	atherinomorus_endrachtensis	AeC01046
cssl	atherinomorus_endrachtensis	AeC01047
cssl	atherinomorus_endrachtensis	AeC01048
cssl	atherinomorus_endrachtensis	AeC01049
cssl	atherinomorus_endrachtensis	AeC01050
cssl	atherinomorus_endrachtensis	AeC01051
cssl	atherinomorus_endrachtensis	AeC01052
cssl	atherinomorus_endrachtensis	AeC01053
cssl	atherinomorus_endrachtensis	AeC01054
cssl	atherinomorus_endrachtensis	AeC01055
cssl	atherinomorus_endrachtensis	AeC01056
cssl	atherinomorus_endrachtensis	AeC01057
cssl	atherinomorus_endrachtensis	AeC01058
cssl	atherinomorus_endrachtensis	AeC01059
cssl	atherinomorus_endrachtensis	AeC01060
cssl	atherinomorus_endrachtensis	AeC01061
cssl	atherinomorus_endrachtensis	AeC01062
cssl	atherinomorus_endrachtensis	AeC01063
cssl	atherinomorus_endrachtensis	AeC01064
cssl	atherinomorus_endrachtensis	AeC01065
cssl	atherinomorus_endrachtensis	AeC01066
cssl	atherinomorus_endrachtensis	AeC01067
cssl	atherinomorus_endrachtensis	AeC01068
cssl	atherinomorus_endrachtensis	AeC01069
cssl	atherinomorus_endrachtensis	AeC01070
cssl	atherinomorus_endrachtensis	AeC01071
cssl	atherinomorus_endrachtensis	AeC01072
cssl	atherinomorus_endrachtensis	AeC01073
cssl	atherinomorus_endrachtensis	AeC01074
cssl	atherinomorus_endrachtensis	AeC01075
cssl	atherinomorus_endrachtensis	AeC01076
cssl	atherinomorus_endrachtensis	AeC01077
cssl	atherinomorus_endrachtensis	AeC01078
cssl	atherinomorus_endrachtensis	AeC01079
cssl	atherinomorus_endrachtensis	AeC01080
cssl	atherinomorus_endrachtensis	AeC01081
cssl	atherinomorus_endrachtensis	AeC01082
cssl	atherinomorus_endrachtensis	AeC01083
cssl	atherinomorus_endrachtensis	AeC01084
cssl	atherinomorus_endrachtensis	AeC01085
cssl	atherinomorus_endrachtensis	AeC01086
cssl	atherinomorus_endrachtensis	AeC01087
cssl	atherinomorus_endrachtensis	AeC01088
cssl	atherinomorus_endrachtensis	AeC01089
cssl	atherinomorus_endrachtensis	AeC01090
cssl	atherinomorus_endrachtensis	AeC01091
cssl	atherinomorus_endrachtensis	AeC01092
cssl	atherinomorus_endrachtensis	AeC01094
cssl	atherinomorus_endrachtensis	AeC01095
cssl	atherinomorus_endrachtensis	AeC01096
cssl	halichoeres_miniatus	Hmi-ABas_001
cssl	halichoeres_miniatus	Hmi-ABas_002
cssl	halichoeres_miniatus	Hmi-ABas_003
cssl	halichoeres_miniatus	Hmi-ABas_004
cssl	halichoeres_miniatus	Hmi-ABas_005
cssl	halichoeres_miniatus	Hmi-ABas_006
cssl	halichoeres_miniatus	Hmi-ABas_007
cssl	halichoeres_miniatus	Hmi-ABas_008
cssl	halichoeres_miniatus	Hmi-ABas_009
cssl	halichoeres_miniatus	Hmi-ABas_010
cssl	halichoeres_miniatus	Hmi-ABas_011
cssl	halichoeres_miniatus	Hmi-ABas_012
cssl	halichoeres_miniatus	Hmi-ABas_013
cssl	halichoeres_miniatus	Hmi-ABas_014
cssl	halichoeres_miniatus	Hmi-ABas_015
cssl	halichoeres_miniatus	Hmi-ABas_016
cssl	halichoeres_miniatus	Hmi-ABas_017
cssl	halichoeres_miniatus	Hmi-ABas_018
cssl	halichoeres_miniatus	Hmi-ABas_019
cssl	halichoeres_miniatus	Hmi-ABas_020
cssl	halichoeres_miniatus	Hmi-ABas_021
cssl	halichoeres_miniatus	Hmi-ABas_022
cssl	halichoeres_miniatus	Hmi-ABas_023
cssl	halichoeres_miniatus	Hmi-ABas_024
cssl	halichoeres_miniatus	Hmi-ABas_026
cssl	halichoeres_miniatus	Hmi-ABas_028
cssl	halichoeres_miniatus	Hmi-ABas_030
cssl	halichoeres_miniatus	Hmi-ABas_031
cssl	halichoeres_miniatus	Hmi-ABas_032
cssl	halichoeres_miniatus	Hmi-ABas_033
cssl	halichoeres_miniatus	Hmi-ABas_034
cssl	halichoeres_miniatus	Hmi-ABas_036
cssl	halichoeres_miniatus	Hmi-ABas_037
cssl	halichoeres_miniatus	Hmi-ABas_038
cssl	halichoeres_miniatus	Hmi-ABas_039
cssl	halichoeres_miniatus	Hmi-ABas_040
cssl	halichoeres_miniatus	Hmi-ABas_041
cssl	halichoeres_miniatus	Hmi-ABas_042
cssl	halichoeres_miniatus	Hmi-ABas_043
cssl	halichoeres_miniatus	Hmi-ABas_044
cssl	halichoeres_miniatus	Hmi-ABas_045
cssl	halichoeres_miniatus	Hmi-ABas_046
cssl	halichoeres_miniatus	Hmi-ABas_047
cssl	halichoeres_miniatus	Hmi-AMac_001
cssl	halichoeres_miniatus	Hmi-AMac_002
cssl	halichoeres_miniatus	Hmi-AMac_003
cssl	halichoeres_miniatus	Hmi-AMac_004
cssl	halichoeres_miniatus	Hmi-AMac_005
cssl	halichoeres_miniatus	Hmi-AMac_006
cssl	halichoeres_miniatus	Hmi-AMac_007
cssl	halichoeres_miniatus	Hmi-AMac_008
cssl	halichoeres_miniatus	Hmi-AMac_009
cssl	halichoeres_miniatus	Hmi-AMac_010
cssl	halichoeres_miniatus	Hmi-AMac_011
cssl	halichoeres_miniatus	Hmi-AMac_012
cssl	halichoeres_miniatus	Hmi-AMac_013
cssl	halichoeres_miniatus	Hmi-AMac_014
cssl	halichoeres_miniatus	Hmi-AMac_015
cssl	halichoeres_miniatus	Hmi-AMac_016
cssl	halichoeres_miniatus	Hmi-AMac_017
cssl	halichoeres_miniatus	Hmi-AMac_018
cssl	halichoeres_miniatus	Hmi-AMac_019
cssl	halichoeres_miniatus	Hmi-AMac_020
cssl	halichoeres_miniatus	Hmi-AMac_021
cssl	halichoeres_miniatus	Hmi-AMac_022
cssl	halichoeres_miniatus	Hmi-AMac_023
cssl	halichoeres_miniatus	Hmi-AMac_024
cssl	halichoeres_miniatus	Hmi-AMac_025
cssl	halichoeres_miniatus	Hmi-AMac_026
cssl	halichoeres_miniatus	Hmi-AMac_027
cssl	halichoeres_miniatus	Hmi-AMac_028
cssl	halichoeres_miniatus	Hmi-AMac_029
cssl	halichoeres_miniatus	Hmi-AMac_030
cssl	halichoeres_miniatus	Hmi-AMac_031
cssl	halichoeres_miniatus	Hmi-AMac_032
cssl	halichoeres_miniatus	Hmi-AMac_033
cssl	halichoeres_miniatus	Hmi-AMac_034
cssl	halichoeres_miniatus	Hmi-AMac_035
cssl	halichoeres_miniatus	Hmi-AMac_036
cssl	halichoeres_miniatus	Hmi-AMac_037
cssl	halichoeres_miniatus	Hmi-AMac_038
cssl	halichoeres_miniatus	Hmi-AMac_039
cssl	halichoeres_miniatus	Hmi-AMac_040
cssl	halichoeres_miniatus	Hmi-AMac_041
cssl	halichoeres_miniatus	Hmi-AMac_042
cssl	halichoeres_miniatus	Hmi-AMac_043
cssl	halichoeres_miniatus	Hmi-AMac_044
cssl	halichoeres_miniatus	Hmi-AMac_045
cssl	halichoeres_miniatus	Hmi-AMac_046
cssl	halichoeres_miniatus	Hmi-AMac_047
cssl	halichoeres_miniatus	Hmi-AMac_048
cssl	halichoeres_miniatus	Hmi-AMac_049
cssl	halichoeres_miniatus	Hmi-CBas_001
cssl	halichoeres_miniatus	Hmi-CBas_002
cssl	halichoeres_miniatus	Hmi-CBas_003
cssl	halichoeres_miniatus	Hmi-CBas_004
cssl	halichoeres_miniatus	Hmi-CBas_005
cssl	halichoeres_miniatus	Hmi-CBas_006
cssl	halichoeres_miniatus	Hmi-CBas_007
cssl	halichoeres_miniatus	Hmi-CBas_008
cssl	halichoeres_miniatus	Hmi-CBas_009
cssl	halichoeres_miniatus	Hmi-CBas_010
cssl	halichoeres_miniatus	Hmi-CBas_011
cssl	halichoeres_miniatus	Hmi-CBas_012
cssl	halichoeres_miniatus	Hmi-CBas_013
cssl	halichoeres_miniatus	Hmi-CBas_014
cssl	halichoeres_miniatus	Hmi-CBas_015
cssl	halichoeres_miniatus	Hmi-CBas_016
cssl	halichoeres_miniatus	Hmi-CBas_017
cssl	halichoeres_miniatus	Hmi-CBas_018
cssl	halichoeres_miniatus	Hmi-CBas_019
cssl	halichoeres_miniatus	Hmi-CBas_020
cssl	halichoeres_miniatus	Hmi-CBas_021
cssl	halichoeres_miniatus	Hmi-CBas_022
cssl	halichoeres_miniatus	Hmi-CBas_023
cssl	halichoeres_miniatus	Hmi-CBas_024
cssl	halichoeres_miniatus	Hmi-CBas_025
cssl	halichoeres_miniatus	Hmi-CBas_026
cssl	halichoeres_miniatus	Hmi-CBas_027
cssl	halichoeres_miniatus	Hmi-CBas_028
cssl	halichoeres_miniatus	Hmi-CBas_029
cssl	halichoeres_miniatus	Hmi-CBas_030
cssl	halichoeres_miniatus	Hmi-CBas_031
cssl	halichoeres_miniatus	Hmi-CBas_032
cssl	halichoeres_miniatus	Hmi-CBas_033
cssl	halichoeres_miniatus	Hmi-CBas_034
cssl	halichoeres_miniatus	Hmi-CBas_035
cssl	halichoeres_miniatus	Hmi-CBas_036
cssl	halichoeres_miniatus	Hmi-CBas_037
cssl	halichoeres_miniatus	Hmi-CBas_038
cssl	halichoeres_miniatus	Hmi-CBas_039
cssl	halichoeres_miniatus	Hmi-CBas_040
cssl	halichoeres_miniatus	Hmi-CBas_041
cssl	halichoeres_miniatus	Hmi-CBas_043
cssl	halichoeres_miniatus	Hmi-CBas_044
cssl	halichoeres_miniatus	Hmi-CBas_045
cssl	halichoeres_miniatus	Hmi-CBas_046
cssl	halichoeres_miniatus	Hmi-CBas_047
cssl	halichoeres_miniatus	Hmi-CBas_048
cssl	halichoeres_miniatus	Hmi-CPar_001
cssl	halichoeres_miniatus	Hmi-CPar_002
cssl	halichoeres_miniatus	Hmi-CPar_003
cssl	halichoeres_miniatus	Hmi-CPar_004
cssl	halichoeres_miniatus	Hmi-CPar_005
cssl	halichoeres_miniatus	Hmi-CPar_006
cssl	halichoeres_miniatus	Hmi-CPar_007
cssl	halichoeres_miniatus	Hmi-CPar_008
cssl	halichoeres_miniatus	Hmi-CPar_009
cssl	halichoeres_miniatus	Hmi-CPar_010
cssl	halichoeres_miniatus	Hmi-CPar_011
cssl	halichoeres_miniatus	Hmi-CPar_012
cssl	halichoeres_miniatus	Hmi-CPar_013
cssl	halichoeres_miniatus	Hmi-CPar_014
cssl	halichoeres_miniatus	Hmi-CPar_015
cssl	halichoeres_miniatus	Hmi-CPar_016
cssl	halichoeres_miniatus	Hmi-CPar_017
cssl	halichoeres_miniatus	Hmi-CPar_018
cssl	halichoeres_miniatus	Hmi-CPar_019
cssl	halichoeres_miniatus	Hmi-CPar_020
cssl	halichoeres_miniatus	Hmi-CPar_021
cssl	halichoeres_miniatus	Hmi-CPar_022
cssl	halichoeres_miniatus	Hmi-CPar_023
cssl	halichoeres_miniatus	Hmi-CPar_024
cssl	halichoeres_miniatus	Hmi-CPar_025
cssl	halichoeres_miniatus	Hmi-CPar_026
cssl	halichoeres_miniatus	Hmi-CPar_027
cssl	halichoeres_miniatus	Hmi-CPar_028
cssl	halichoeres_miniatus	Hmi-CPar_029
cssl	halichoeres_miniatus	Hmi-CPar_030
cssl	halichoeres_miniatus	Hmi-CPar_031
cssl	halichoeres_miniatus	Hmi-CPar_032
cssl	halichoeres_miniatus	Hmi-CPar_033
cssl	halichoeres_miniatus	Hmi-CPar_034
cssl	halichoeres_miniatus	Hmi-CPar_035
cssl	halichoeres_miniatus	Hmi-CPar_036
cssl	halichoeres_miniatus	Hmi-CPar_037
cssl	halichoeres_miniatus	Hmi-CPar_038
cssl	halichoeres_miniatus	Hmi-CPar_039
cssl	halichoeres_miniatus	Hmi-CPar_040
cssl	halichoeres_miniatus	Hmi-CPar_041
cssl	halichoeres_miniatus	Hmi-CPar_042
cssl	halichoeres_miniatus	Hmi-CPar_043
cssl	halichoeres_miniatus	Hmi-CPar_044
cssl	halichoeres_miniatus	Hmi-CPar_045
cssl	halichoeres_miniatus	Hmi-CPar_046
cssl	halichoeres_miniatus	Hmi-CPar_047
cssl	halichoeres_miniatus	Hmi-CPar_048
cssl	hypoatherina_temminckii	Hte-ATic_001
cssl	hypoatherina_temminckii	Hte-ATic_002
cssl	hypoatherina_temminckii	Hte-ATic_003
cssl	hypoatherina_temminckii	Hte-ATic_004
cssl	hypoatherina_temminckii	Hte-ATic_005
cssl	hypoatherina_temminckii	Hte-ATic_006
cssl	hypoatherina_temminckii	Hte-ATic_007
cssl	hypoatherina_temminckii	Hte-ATic_008
cssl	hypoatherina_temminckii	Hte-ATic_010
cssl	hypoatherina_temminckii	Hte-ATic_011
cssl	hypoatherina_temminckii	Hte-ATic_012
cssl	hypoatherina_temminckii	Hte-ATic_013
cssl	hypoatherina_temminckii	Hte-ATic_014
cssl	hypoatherina_temminckii	Hte-ATic_015
cssl	hypoatherina_temminckii	Hte-ATic_017
cssl	hypoatherina_temminckii	Hte-ATic_019
cssl	hypoatherina_temminckii	Hte-ATic_020
cssl	hypoatherina_temminckii	Hte-ATic_021
cssl	hypoatherina_temminckii	Hte-ATic_022
cssl	hypoatherina_temminckii	Hte-ATic_023
cssl	hypoatherina_temminckii	Hte-ATic_024
cssl	hypoatherina_temminckii	Hte-ATic_025
cssl	hypoatherina_temminckii	Hte-ATic_026
cssl	hypoatherina_temminckii	Hte-ATic_027
cssl	hypoatherina_temminckii	Hte-ATic_029
cssl	hypoatherina_temminckii	Hte-ATic_030
cssl	hypoatherina_temminckii	Hte-ATic_031
cssl	hypoatherina_temminckii	Hte-ATic_032
cssl	hypoatherina_temminckii	Hte-ATic_033
cssl	hypoatherina_temminckii	Hte-ATic_034
cssl	hypoatherina_temminckii	Hte-ATic_035
cssl	hypoatherina_temminckii	Hte-ATic_036
cssl	hypoatherina_temminckii	Hte-ATic_037
cssl	hypoatherina_temminckii	Hte-ATic_038
cssl	hypoatherina_temminckii	Hte-ATic_039
cssl	hypoatherina_temminckii	Hte-ATic_041
cssl	hypoatherina_temminckii	Hte-ATic_044
cssl	hypoatherina_temminckii	Hte-ATic_045
cssl	hypoatherina_temminckii	Hte-ATic_046
cssl	hypoatherina_temminckii	Hte-ATic_047
cssl	hypoatherina_temminckii	Hte-ATic_048
cssl	hypoatherina_temminckii	Hte-ATic_049
cssl	hypoatherina_temminckii	Hte-ATic_050
cssl	hypoatherina_temminckii	Hte-ATic_051
cssl	hypoatherina_temminckii	Hte-ATic_054
cssl	hypoatherina_temminckii	Hte-ATic_055
cssl	hypoatherina_temminckii	Hte-ATic_056
cssl	hypoatherina_temminckii	Hte-ATic_057
cssl	hypoatherina_temminckii	Hte-ATic_058
cssl	hypoatherina_temminckii	Hte-ATic_059
cssl	hypoatherina_temminckii	Hte-ATic_060
cssl	hypoatherina_temminckii	Hte-ATic_061
cssl	hypoatherina_temminckii	Hte-ATic_062
cssl	hypoatherina_temminckii	Hte-ATic_063
cssl	leiognathus_equula	Leq-ABas_001
cssl	leiognathus_equula	Leq-ABas_002
cssl	leiognathus_equula	Leq-ABas_003
cssl	leiognathus_equula	Leq-ABas_004
cssl	leiognathus_equula	Leq-ABas_005
cssl	leiognathus_equula	Leq-ABas_006
cssl	leiognathus_equula	Leq-ABas_008
cssl	leiognathus_equula	Leq-ABas_009
cssl	leiognathus_equula	Leq-ABas_010
cssl	leiognathus_equula	Leq-ABas_011
cssl	leiognathus_equula	Leq-ABas_012
cssl	leiognathus_equula	Leq-ABas_013
cssl	leiognathus_equula	Leq-ABas_014
cssl	leiognathus_equula	Leq-ABas_015
cssl	leiognathus_equula	Leq-ABas_016
cssl	leiognathus_equula	Leq-ABas_017
cssl	leiognathus_equula	Leq-ABas_018
cssl	leiognathus_equula	Leq-ABas_019
cssl	leiognathus_equula	Leq-ABas_020
cssl	leiognathus_equula	Leq-ABas_021
cssl	leiognathus_equula	Leq-ABas_022
cssl	leiognathus_equula	Leq-ABas_023
cssl	leiognathus_equula	Leq-ABas_025
cssl	leiognathus_equula	Leq-ABas_026
cssl	leiognathus_equula	Leq-ABas_027
cssl	leiognathus_equula	Leq-ABas_028
cssl	leiognathus_equula	Leq-ABas_029
cssl	leiognathus_equula	Leq-ABas_030
cssl	leiognathus_equula	Leq-ABas_031
cssl	leiognathus_equula	Leq-ABas_032
cssl	leiognathus_equula	Leq-ABas_033
cssl	leiognathus_equula	Leq-ABas_034
cssl	leiognathus_equula	Leq-ABas_035
cssl	leiognathus_equula	Leq-ABas_036
cssl	leiognathus_equula	Leq-ABas_039
cssl	leiognathus_equula	Leq-ABas_040
cssl	leiognathus_equula	Leq-ABas_042
cssl	leiognathus_equula	Leq-ABas_043
cssl	leiognathus_equula	Leq-ABas_044
cssl	leiognathus_equula	Leq-ABas_046
cssl	leiognathus_equula	Leq-ABas_048
cssl	leiognathus_equula	Leq-ABas_052
cssl	leiognathus_equula	Leq-ABas_053
cssl	leiognathus_equula	Leq-ABas_056
cssl	leiognathus_equula	Leq-ABas_058
cssl	leiognathus_equula	Leq-CMig_006
cssl	leiognathus_equula	Leq-CMig_016
cssl	leiognathus_equula	Leq-CMig_020
cssl	leiognathus_equula	Leq-CMig_030
cssl	leiognathus_equula	Leq-CMig_042
cssl	leiognathus_equula	Leq-CMig_058
cssl	salarias_fasciatus	Sfa-ABas_001
cssl	salarias_fasciatus	Sfa-ABas_002
cssl	salarias_fasciatus	Sfa-ABas_003
cssl	salarias_fasciatus	Sfa-ABas_004
cssl	salarias_fasciatus	Sfa-ABas_005
cssl	salarias_fasciatus	Sfa-ABas_006
cssl	salarias_fasciatus	Sfa-ABas_007
cssl	salarias_fasciatus	Sfa-ABas_008
cssl	salarias_fasciatus	Sfa-ABas_009
cssl	salarias_fasciatus	Sfa-ABas_010
cssl	salarias_fasciatus	Sfa-ABas_013
